customer_id,customer_name,segment,region,province,signup_date,gender,age_group,loyalty_member
C00312,Mint C.,Consumer,Northeast,Nakhon Ratchasima,2022-08-19,Male,55+,Yes
C00313,Suda H.,Consumer,Central,Nakhon Pathom,2023-10-11,Prefer not to say,18-24,Yes
C00314,Wichai S.,Consumer,South,Phuket,2022-03-09,Male,35-44,No
C00315,Somchai F.,Consumer,North,Chiang Rai,2023-12-12,Male,18-24,No
C00316,Priya P.,Consumer,Northeast,Ubon Ratchathani,2023-05-07,Female,25-34,Yes
C00317,Sofia S.,Consumer,Central,Rayong,2022-01-22,Female,35-44,No
C00318,Suda V.,Consumer,Northeast,Udon Thani,2023-12-23,Male,25-34,No
C00319,Prasert R.,Consumer,North,Chiang Rai,2023-04-30,Prefer not to say,35-44,Yes
C00320,Fah W.,Consumer,North,Lampang,2023-05-15,Male,18-24,No
C00321,Anan B.,Corporate,Bangkok,Pathum Thani,2022-07-15,Female,55+,Yes
C00322,Noon B.,Consumer,Northeast,Ubon Ratchathani,2023-08-08,Male,45-54,Yes
C00323,Sofia D.,Consumer,North,Lampang,2023-06-28,Male,45-54,Yes
C00324,Noon B.,SMB,Northeast,Nakhon Ratchasima,2021-09-10,Male,18-24,No
C00325,Wei S.,Consumer,Bangkok,Nonthaburi,2023-08-21,Female,35-44,Yes
C00326,Anan B.,Corporate,Northeast,Ubon Ratchathani,2021-12-08,Male,18-24,No
C00327,Mint V.,Consumer,North,Phitsanulok,2021-12-23,Prefer not to say,18-24,No
C00328,James L.,SMB,Bangkok,Bangkok,2021-08-26,Female,35-44,Yes
C00329,Omar V.,SMB,South,Songkhla,2022-07-25,Male,35-44,Yes
C00330,Fah N.,Corporate,Northeast,Udon Thani,2023-05-05,Female,45-54,Yes
C00331,Lucas H.,Corporate,South,Phuket,2022-04-27,Male,25-34,Yes
C00332,Wei M.,SMB,Bangkok,Nonthaburi,2021-07-25,Prefer not to say,35-44,No
C00333,Sofia T.,Corporate,Northeast,Khon Kaen,2023-05-22,Prefer not to say,35-44,Yes
C00334,Ploy M.,SMB,Northeast,Udon Thani,2023-11-05,Female,55+,Yes
C00335,Somchai N.,Corporate,South,Phuket,2022-10-30,Prefer not to say,45-54,No
C00336,Tanawat W.,Consumer,Northeast,Udon Thani,2022-07-05,Male,18-24,Yes
C00337,Malee G.,SMB,Central,Ayutthaya,2023-01-25,Prefer not to say,55+,Yes
C00338,Ploy D.,Consumer,North,Phitsanulok,2022-06-08,Prefer not to say,25-34,Yes
C00339,Ahmed N.,Consumer,Central,Chonburi,2023-03-24,Female,25-34,Yes
C00340,Ploy M.,Corporate,Bangkok,Nonthaburi,2022-07-15,Female,55+,Yes
C00341,Mint H.,Consumer,North,Lampang,2022-03-01,Female,45-54,No
C00342,Suda T.,Consumer,Northeast,Khon Kaen,2022-01-25,Prefer not to say,35-44,Yes
C00343,Wei S.,Consumer,Central,Nakhon Pathom,2023-11-11,Male,55+,No
C00344,Ton L.,Consumer,Central,Rayong,2023-10-10,Female,25-34,No
C00345,Noon G.,Consumer,Northeast,Khon Kaen,2023-03-11,Male,35-44,No
C00346,Somchai F.,Corporate,Northeast,Ubon Ratchathani,2023-05-19,Female,55+,No
C00347,Boon E.,Consumer,South,Krabi,2021-07-16,Prefer not to say,45-54,Yes
C00348,Noon V.,Consumer,North,Chiang Rai,2023-10-05,Female,35-44,Yes
C00349,Fah E.,Consumer,Central,Nakhon Pathom,2022-09-14,Prefer not to say,55+,No
C00350,Boon J.,SMB,North,Phitsanulok,2023-06-08,Male,18-24,No
C00351,Pim H.,Consumer,Bangkok,Pathum Thani,2022-12-27,Female,45-54,No
C00352,Wichai F.,Consumer,North,Phitsanulok,2023-09-27,Prefer not to say,25-34,No
C00353,Aek D.,Consumer,Northeast,Nakhon Ratchasima,2021-07-27,Female,18-24,Yes
C00354,Lucas L.,Consumer,South,Krabi,2021-09-19,Male,35-44,Yes
C00355,Fah G.,SMB,South,Phuket,2021-07-27,Prefer not to say,25-34,Yes
C00356,Suda F.,Consumer,Central,Rayong,2022-07-29,Male,18-24,Yes
C00357,Emily H.,Consumer,North,Phitsanulok,2022-12-14,Male,18-24,No
C00358,Tanawat C.,Consumer,Bangkok,Bangkok,2022-04-22,Prefer not to say,18-24,Yes
C00359,Krit S.,Consumer,Northeast,Ubon Ratchathani,2022-10-14,Female,45-54,No
C00360,Ahmed K.,Corporate,North,Phitsanulok,2021-07-31,Male,25-34,No
C00361,Omar D.,Consumer,South,Songkhla,2022-06-05,Female,18-24,Yes
C00362,Boon H.,Consumer,Central,Nakhon Pathom,2022-08-05,Male,25-34,No
C00363,Kanya D.,Corporate,Central,Nakhon Pathom,2022-06-17,Female,25-34,No
C00364,Prasert W.,Consumer,South,Surat Thani,2022-02-07,Female,25-34,No
C00365,Prasert M.,Consumer,North,Phitsanulok,2023-01-14,Prefer not to say,25-34,Yes
C00366,Wichai T.,Consumer,South,Surat Thani,2022-07-27,Prefer not to say,45-54,No
C00367,Bee F.,SMB,Central,Ayutthaya,2022-02-18,Female,25-34,Yes
C00368,Mint F.,Consumer,North,Chiang Mai,2022-09-15,Prefer not to say,55+,Yes
C00369,Yuki H.,Consumer,North,Phitsanulok,2023-02-18,Male,35-44,Yes
C00370,Bee M.,Consumer,Central,Nakhon Pathom,2023-08-20,Prefer not to say,18-24,No
C00371,Omar D.,SMB,Bangkok,Bangkok,2023-01-26,Female,18-24,Yes
C00372,Krit W.,Consumer,Northeast,Udon Thani,2022-09-08,Prefer not to say,45-54,No
C00373,James E.,Consumer,Bangkok,Samut Prakan,2023-05-12,Male,18-24,Yes
C00374,Priya W.,Corporate,South,Phuket,2023-06-27,Prefer not to say,25-34,Yes
C00375,Fah T.,Corporate,Bangkok,Samut Prakan,2022-10-19,Male,18-24,No
C00376,Prasert D.,Consumer,North,Phitsanulok,2021-10-25,Prefer not to say,25-34,No
C00377,Mei M.,Consumer,Central,Chonburi,2023-05-24,Prefer not to say,35-44,No
C00378,Somchai J.,Consumer,Central,Nakhon Pathom,2023-07-10,Male,45-54,No
C00379,Malee H.,Consumer,South,Songkhla,2022-01-16,Male,18-24,Yes
C00380,Wei J.,Consumer,North,Phitsanulok,2022-12-21,Prefer not to say,25-34,No
C00381,Boon N.,Consumer,Central,Chonburi,2021-09-09,Male,35-44,No
C00382,Pim S.,Consumer,South,Krabi,2023-08-05,Female,18-24,No
C00383,Wichai J.,Corporate,Northeast,Ubon Ratchathani,2022-05-14,Prefer not to say,45-54,Yes
C00384,Emily N.,Consumer,Central,Nakhon Pathom,2021-10-09,Prefer not to say,45-54,Yes
C00385,Wei H.,Consumer,Northeast,Khon Kaen,2023-09-27,Female,35-44,No
C00386,Pim T.,SMB,Central,Nakhon Pathom,2023-03-04,Female,55+,Yes
C00387,Fah B.,Consumer,South,Phuket,2022-06-07,Male,45-54,No
C00388,Ploy J.,Consumer,North,Chiang Mai,2022-08-20,Male,18-24,Yes
C00389,Ploy B.,Corporate,North,Chiang Mai,2021-08-23,Female,18-24,No
C00390,Nok E.,SMB,North,Chiang Mai,2021-12-04,Prefer not to say,25-34,Yes
C00391,Aek M.,SMB,North,Lampang,2022-05-12,Male,45-54,Yes
C00392,Fah S.,Consumer,Northeast,Khon Kaen,2023-12-15,Prefer not to say,55+,No
C00393,Anan J.,Corporate,Northeast,Nakhon Ratchasima,2022-07-07,Prefer not to say,45-54,Yes
C00394,Anan B.,Consumer,Central,Chonburi,2022-01-06,Prefer not to say,25-34,No
C00395,James H.,Consumer,Bangkok,Nonthaburi,2023-08-25,Male,18-24,No
C00396,Sofia P.,SMB,South,Krabi,2022-05-22,Female,18-24,No
C00397,Ahmed R.,Consumer,Bangkok,Pathum Thani,2023-03-01,Female,35-44,No
C00398,Pim B.,Consumer,South,Surat Thani,2023-11-16,Prefer not to say,18-24,Yes
C00399,Fah V.,Corporate,Central,Chonburi,2023-02-23,Prefer not to say,55+,No
C00400,Malee F.,Consumer,Bangkok,Nonthaburi,2023-09-14,Female,18-24,Yes
C00401,Sofia W.,Consumer,South,Phuket,2022-01-15,Male,45-54,No
C00402,Fah L.,SMB,Bangkok,Pathum Thani,2023-02-02,Male,55+,Yes
C00403,Suda B.,Consumer,Central,Rayong,2021-08-18,Female,18-24,No
C00404,Somchai M.,Corporate,North,Phitsanulok,2023-11-05,Female,45-54,Yes
C00405,Kanya V.,Consumer,South,Surat Thani,2021-10-05,Prefer not to say,55+,Yes
C00406,Boon H.,Consumer,Bangkok,Pathum Thani,2023-02-11,Prefer not to say,18-24,No
C00407,Wei B.,Consumer,Central,Rayong,2023-08-16,Male,45-54,No
C00408,Ton V.,Consumer,South,Songkhla,2022-07-10,Prefer not to say,25-34,Yes
C00409,James F.,Corporate,Central,Ayutthaya,2023-06-16,Female,35-44,Yes
C00410,Ahmed A.,Corporate,Central,Rayong,2022-07-03,Female,35-44,No
C00411,Noon J.,Consumer,South,Krabi,2021-09-23,Female,25-34,Yes
C00412,Pim J.,SMB,North,Lampang,2022-04-27,Male,45-54,No
C00413,Sofia K.,Consumer,Northeast,Nakhon Ratchasima,2023-04-26,Male,35-44,No
C00414,Wei H.,Consumer,South,Phuket,2022-08-18,Male,55+,Yes
C00415,Priya F.,Consumer,North,Chiang Mai,2022-01-08,Prefer not to say,45-54,No
C00416,Noon W.,Consumer,Northeast,Ubon Ratchathani,2022-11-16,Male,18-24,No
C00417,Lucas L.,Consumer,North,Chiang Mai,2022-07-09,Prefer not to say,45-54,Yes
C00418,Anan G.,Corporate,Central,Rayong,2021-09-25,Male,45-54,Yes
C00419,Ploy C.,Consumer,South,Surat Thani,2023-06-22,Prefer not to say,25-34,Yes
C00420,Emily M.,Consumer,South,Surat Thani,2021-08-21,Prefer not to say,45-54,Yes
C00421,Wei K.,Consumer,Bangkok,Pathum Thani,2024-01-01,Prefer not to say,55+,No
C00422,Prasert R.,Consumer,North,Chiang Rai,2021-10-27,Female,55+,No
C00423,Emily D.,Consumer,North,Lampang,2022-11-03,Male,18-24,No
C00424,Chai F.,SMB,South,Surat Thani,2021-07-19,Female,25-34,No
C00425,Anan K.,Corporate,North,Phitsanulok,2023-02-11,Prefer not to say,25-34,No
C00426,Suda A.,Consumer,Central,Chonburi,2022-09-16,Male,18-24,Yes
C00427,Sofia C.,Consumer,South,Krabi,2021-09-25,Female,55+,Yes
C00428,Chai M.,Consumer,Central,Rayong,2022-01-22,Female,55+,No
C00429,Anan M.,Consumer,Central,Nakhon Pathom,2023-08-31,Prefer not to say,25-34,Yes
C00430,Omar B.,Consumer,North,Lampang,2023-08-04,Female,55+,No
C00431,Suda E.,Consumer,Central,Chonburi,2022-10-24,Prefer not to say,55+,Yes
C00432,James B.,SMB,South,Phuket,2023-02-15,Prefer not to say,55+,No
C00433,Aek V.,Consumer,Northeast,Khon Kaen,2023-02-13,Male,55+,No
C00434,Yuki L.,SMB,Northeast,Khon Kaen,2022-03-20,Female,35-44,Yes
C00435,Aek K.,Consumer,Northeast,Khon Kaen,2022-07-09,Prefer not to say,18-24,Yes
C00436,Malee W.,SMB,South,Phuket,2022-01-25,Female,25-34,No
C00437,Prasert F.,Consumer,Bangkok,Pathum Thani,2023-05-12,Male,18-24,No
C00438,Ploy P.,SMB,North,Chiang Mai,2023-10-22,Male,55+,No
C00439,Suda H.,Corporate,North,Phitsanulok,2022-07-31,Prefer not to say,18-24,No
C00440,Wichai D.,SMB,South,Surat Thani,2023-07-25,Prefer not to say,25-34,Yes
C00441,Wichai H.,SMB,North,Chiang Rai,2022-08-03,Prefer not to say,25-34,No
C00442,Sofia V.,Consumer,Central,Ayutthaya,2021-11-02,Female,18-24,Yes
C00443,Noon N.,Corporate,Bangkok,Pathum Thani,2021-10-20,Male,45-54,No
C00444,Yuki A.,Corporate,Northeast,Khon Kaen,2021-11-17,Female,25-34,Yes
C00445,Krit C.,Corporate,South,Phuket,2023-03-16,Prefer not to say,45-54,Yes
C00446,Somchai F.,Consumer,North,Lampang,2021-07-18,Female,18-24,Yes
C00447,Lucas F.,Consumer,South,Phuket,2022-03-06,Prefer not to say,35-44,Yes
C00448,Ton B.,Corporate,South,Surat Thani,2021-08-26,Male,35-44,No
C00449,Omar A.,Corporate,North,Phitsanulok,2021-12-07,Male,18-24,No
C00450,Mei L.,Consumer,Bangkok,Bangkok,2021-11-12,Prefer not to say,25-34,No
C00451,Emily T.,SMB,South,Krabi,2022-09-24,Female,45-54,Yes
C00452,Ploy H.,Consumer,Bangkok,Samut Prakan,2023-02-01,Male,55+,Yes
C00453,Noon C.,Consumer,Bangkok,Samut Prakan,2022-03-30,Female,35-44,No
C00454,Boon E.,SMB,North,Lampang,2021-11-04,Male,55+,No
C00455,Mint E.,Consumer,South,Songkhla,2022-10-15,Male,55+,No
C00456,Krit J.,Consumer,South,Phuket,2022-10-21,Prefer not to say,18-24,Yes
C00457,Mint M.,SMB,Bangkok,Bangkok,2023-01-09,Male,25-34,Yes
C00458,Priya R.,Consumer,Central,Chonburi,2022-10-08,Female,25-34,Yes
C00459,James B.,SMB,Central,Nakhon Pathom,2022-10-19,Prefer not to say,25-34,Yes
C00460,Fah H.,Consumer,North,Chiang Mai,2021-08-19,Female,45-54,No
C00461,Noon G.,Consumer,Bangkok,Samut Prakan,2022-04-03,Male,55+,Yes
C00462,Tanawat E.,SMB,Northeast,Udon Thani,2022-04-06,Female,55+,Yes
C00463,Somchai K.,SMB,Northeast,Nakhon Ratchasima,2021-09-05,Prefer not to say,18-24,No
C00464,Lucas A.,Corporate,South,Phuket,2022-02-13,Prefer not to say,45-54,Yes
C00465,Boon A.,SMB,Northeast,Khon Kaen,2021-09-12,Female,45-54,Yes
C00466,Ploy S.,SMB,Central,Chonburi,2023-03-24,Prefer not to say,18-24,Yes
C00467,Ploy M.,Consumer,North,Chiang Rai,2023-02-10,Prefer not to say,25-34,No
C00468,Ploy V.,Consumer,South,Krabi,2022-10-21,Male,25-34,Yes
C00469,Anan F.,SMB,Northeast,Nakhon Ratchasima,2022-01-06,Male,35-44,Yes
C00470,Nok E.,Consumer,Central,Nakhon Pathom,2021-11-29,Prefer not to say,45-54,No
C00471,Mint A.,Consumer,Bangkok,Pathum Thani,2023-02-22,Female,55+,Yes
C00472,Bee H.,SMB,Central,Nakhon Pathom,2022-03-18,Prefer not to say,45-54,Yes
C00473,Yuki R.,SMB,Northeast,Khon Kaen,2023-10-24,Male,55+,Yes
C00474,Chai L.,Consumer,South,Surat Thani,2022-05-27,Prefer not to say,18-24,Yes
C00475,Malee C.,Consumer,Central,Rayong,2023-08-20,Male,35-44,No
C00476,Suda T.,Corporate,Bangkok,Samut Prakan,2022-10-07,Female,18-24,No
C00477,Anan F.,Consumer,Bangkok,Nonthaburi,2021-08-09,Female,18-24,Yes
C00478,Mei V.,Corporate,North,Phitsanulok,2022-03-31,Female,25-34,No
C00479,Krit R.,SMB,North,Chiang Rai,2023-10-01,Female,25-34,Yes
C00480,James T.,SMB,North,Phitsanulok,2022-12-15,Prefer not to say,55+,Yes
C00481,Ploy M.,Consumer,North,Chiang Mai,2022-11-04,Female,18-24,No
C00482,Ploy A.,Consumer,Bangkok,Bangkok,2023-06-09,Prefer not to say,55+,Yes
C00483,Wichai A.,Consumer,South,Songkhla,2023-02-24,Male,25-34,No
C00484,James E.,SMB,Bangkok,Bangkok,2023-03-27,Female,45-54,No
C00485,James V.,SMB,Central,Ayutthaya,2021-11-28,Male,35-44,Yes
C00486,Priya A.,SMB,Bangkok,Nonthaburi,2022-09-14,Female,25-34,No
C00487,Chai J.,SMB,South,Surat Thani,2022-06-06,Prefer not to say,35-44,Yes
C00488,Wei E.,Consumer,North,Phitsanulok,2022-12-13,Female,25-34,No
C00489,Suda M.,Consumer,Bangkok,Bangkok,2021-09-26,Prefer not to say,25-34,Yes
C00490,Prasert K.,Consumer,Bangkok,Nonthaburi,2023-06-01,Prefer not to say,18-24,No
C00491,Noon M.,Consumer,Bangkok,Bangkok,2023-10-16,Female,25-34,Yes
C00492,Ploy N.,Consumer,Central,Chonburi,2023-07-23,Male,25-34,No
C00493,Kanya J.,Consumer,Northeast,Nakhon Ratchasima,2022-03-27,Female,25-34,Yes
C00494,Ahmed M.,SMB,Northeast,Udon Thani,2023-05-08,Prefer not to say,25-34,No
C00495,James N.,SMB,North,Lampang,2023-05-26,Prefer not to say,35-44,Yes
C00496,Wichai J.,Consumer,Northeast,Khon Kaen,2022-10-06,Prefer not to say,25-34,No
C00497,Mint P.,Consumer,Bangkok,Bangkok,2022-11-11,Female,35-44,No
C00498,Somchai F.,Corporate,North,Lampang,2023-04-28,Male,18-24,No
C00499,Ploy T.,Consumer,South,Krabi,2023-01-04,Female,45-54,No
C00500,Fah R.,Corporate,Bangkok,Pathum Thani,2021-10-27,Male,45-54,No
C00501,Chai H.,SMB,Central,Rayong,2022-01-09,Prefer not to say,18-24,Yes
C00502,Boon D.,Consumer,Central,Ayutthaya,2022-08-20,Prefer not to say,45-54,No
C00503,Wichai N.,Consumer,Central,Nakhon Pathom,2021-11-29,Female,45-54,No
C00504,Yuki L.,SMB,South,Surat Thani,2021-12-15,Female,25-34,No
C00505,Aek M.,Corporate,Northeast,Nakhon Ratchasima,2022-01-14,Prefer not to say,18-24,No
C00506,Wei P.,Consumer,Northeast,Khon Kaen,2022-08-08,Female,55+,No
C00507,Anan D.,SMB,Northeast,Khon Kaen,2022-08-28,Prefer not to say,35-44,Yes
C00508,Somchai S.,Consumer,North,Chiang Mai,2022-11-30,Male,18-24,Yes
C00509,Fah M.,Corporate,North,Phitsanulok,2022-03-26,Prefer not to say,25-34,No
C00510,James J.,Consumer,Northeast,Udon Thani,2022-02-23,Female,35-44,No
C00511,Bee M.,Consumer,South,Songkhla,2023-02-28,Male,35-44,No
C00512,Noon D.,Corporate,Bangkok,Samut Prakan,2021-10-30,Female,55+,No
C00513,Boon H.,Consumer,South,Surat Thani,2023-07-24,Male,18-24,Yes
C00514,Suda G.,SMB,Bangkok,Nonthaburi,2022-06-05,Male,35-44,No
C00515,Noon W.,Consumer,Bangkok,Samut Prakan,2021-08-03,Female,25-34,Yes
C00516,Krit L.,Consumer,Northeast,Udon Thani,2023-07-09,Female,45-54,Yes
C00517,Wei N.,Consumer,Central,Ayutthaya,2022-05-26,Male,35-44,Yes
C00518,Tanawat C.,SMB,Bangkok,Samut Prakan,2021-08-12,Male,25-34,No
C00519,Lucas D.,Consumer,Central,Rayong,2022-04-27,Female,35-44,Yes
C00520,Bee R.,Consumer,Bangkok,Bangkok,2022-10-28,Prefer not to say,18-24,No
C00521,Emily P.,SMB,South,Songkhla,2021-12-23,Male,55+,Yes
C00522,Anan G.,Corporate,Central,Rayong,2023-09-18,Prefer not to say,45-54,No
C00523,Anan M.,Corporate,Bangkok,Samut Prakan,2023-03-03,Prefer not to say,18-24,No
C00524,Wei B.,Consumer,Northeast,Udon Thani,2022-07-11,Prefer not to say,18-24,No
C00525,Ahmed E.,SMB,South,Krabi,2022-10-11,Female,35-44,Yes
C00526,Aek E.,Consumer,Bangkok,Bangkok,2022-02-04,Female,55+,Yes
C00527,Kanya N.,SMB,South,Songkhla,2021-10-23,Female,18-24,Yes
C00528,Emily R.,Consumer,North,Phitsanulok,2023-08-02,Male,18-24,Yes
C00529,Bee W.,Consumer,Bangkok,Samut Prakan,2023-06-21,Prefer not to say,45-54,Yes
C00530,Chai D.,Consumer,Northeast,Khon Kaen,2023-01-30,Prefer not to say,35-44,Yes
C00531,Tanawat G.,Consumer,South,Songkhla,2022-05-14,Prefer not to say,55+,Yes
C00532,Priya D.,Consumer,South,Phuket,2022-12-26,Prefer not to say,25-34,Yes
C00533,Somchai T.,Corporate,North,Lampang,2024-01-01,Prefer not to say,35-44,No
C00534,Krit P.,Consumer,Northeast,Nakhon Ratchasima,2021-10-07,Female,45-54,No
C00535,Noon N.,SMB,North,Chiang Rai,2023-04-06,Male,55+,No
C00536,Boon N.,Consumer,Northeast,Udon Thani,2021-07-23,Female,55+,No
C00537,Omar A.,Consumer,South,Songkhla,2022-06-19,Female,18-24,No
C00538,Kanya V.,SMB,North,Chiang Mai,2023-04-04,Female,45-54,No
C00539,Tanawat T.,Corporate,North,Phitsanulok,2022-08-31,Prefer not to say,55+,Yes
C00540,Chai V.,Consumer,Bangkok,Bangkok,2022-12-02,Male,35-44,Yes
C00541,Krit T.,SMB,North,Phitsanulok,2021-12-02,Female,55+,Yes
C00542,James V.,SMB,Bangkok,Nonthaburi,2021-11-10,Female,35-44,Yes
C00543,Noon B.,Consumer,Central,Ayutthaya,2022-11-10,Female,25-34,No
C00544,Ploy N.,SMB,North,Chiang Mai,2023-05-01,Male,18-24,No
C00545,Tanawat P.,SMB,Northeast,Ubon Ratchathani,2022-10-29,Male,18-24,No
C00546,Ploy B.,SMB,South,Songkhla,2023-09-17,Male,35-44,Yes
C00547,Noon A.,Consumer,North,Phitsanulok,2022-01-19,Prefer not to say,25-34,Yes
C00548,Priya A.,Consumer,North,Chiang Mai,2022-03-24,Female,55+,Yes
C00549,Omar J.,SMB,Northeast,Khon Kaen,2021-12-09,Female,35-44,No
C00550,Bee H.,SMB,Northeast,Khon Kaen,2023-07-30,Male,45-54,No
C00551,Mint S.,SMB,Central,Nakhon Pathom,2023-03-28,Female,35-44,Yes
C00552,Bee A.,SMB,Central,Nakhon Pathom,2022-02-04,Female,55+,No
C00553,Suda L.,Corporate,Northeast,Ubon Ratchathani,2023-03-07,Male,18-24,No
C00554,Yuki B.,Consumer,Central,Rayong,2022-01-10,Male,25-34,No
C00555,Fah C.,SMB,South,Songkhla,2022-01-02,Male,55+,No
C00556,Ahmed E.,SMB,South,Krabi,2021-08-26,Male,35-44,Yes
C00557,Ahmed A.,Corporate,North,Chiang Mai,2021-10-11,Male,35-44,Yes
C00558,Tanawat E.,Consumer,Central,Chonburi,2022-09-23,Female,55+,Yes
C00559,Tanawat W.,Consumer,Bangkok,Bangkok,2022-09-13,Female,45-54,No
C00560,Krit L.,Corporate,South,Phuket,2022-04-28,Female,18-24,Yes
C00561,Tanawat D.,Consumer,Central,Chonburi,2023-08-06,Prefer not to say,55+,Yes
C00562,Somchai G.,SMB,Bangkok,Samut Prakan,2022-03-25,Male,35-44,No
C00563,Boon K.,Consumer,Northeast,Udon Thani,2021-09-30,Male,35-44,Yes
C00564,Ahmed K.,Corporate,Central,Rayong,2021-09-05,Male,18-24,Yes
C00565,Fah F.,Corporate,Northeast,Ubon Ratchathani,2023-02-22,Female,25-34,Yes
C00566,Ton P.,Consumer,South,Surat Thani,2022-01-21,Male,25-34,No
C00567,Wei R.,SMB,South,Krabi,2022-12-02,Prefer not to say,45-54,Yes
C00568,Anan G.,Consumer,Northeast,Nakhon Ratchasima,2022-01-23,Prefer not to say,35-44,No
C00569,Omar S.,SMB,North,Chiang Mai,2022-09-23,Female,18-24,Yes
C00570,Nok M.,Consumer,Bangkok,Bangkok,2023-10-21,Female,18-24,No
C00571,Ploy H.,Consumer,Central,Rayong,2023-02-10,Prefer not to say,55+,No
C00572,Nok A.,Consumer,Central,Nakhon Pathom,2022-06-12,Male,35-44,Yes
C00573,Somchai F.,SMB,Bangkok,Samut Prakan,2021-11-28,Female,45-54,Yes
C00574,Malee A.,SMB,North,Chiang Rai,2022-10-08,Prefer not to say,55+,Yes
C00575,Ploy F.,Consumer,North,Chiang Mai,2022-01-02,Male,18-24,Yes
C00576,Omar F.,Consumer,Northeast,Khon Kaen,2021-07-26,Female,18-24,No
C00577,Priya F.,Consumer,North,Lampang,2023-04-28,Female,18-24,No
C00578,Krit B.,Consumer,Northeast,Ubon Ratchathani,2021-09-14,Prefer not to say,25-34,No
C00579,Emily P.,SMB,Central,Ayutthaya,2022-04-06,Female,45-54,Yes
C00580,Suda B.,Consumer,Northeast,Udon Thani,2023-03-18,Prefer not to say,55+,Yes
C00581,Nok A.,SMB,South,Songkhla,2023-08-30,Male,45-54,Yes
C00582,Malee T.,Consumer,South,Surat Thani,2021-11-12,Female,45-54,Yes
C00583,Chai F.,Consumer,North,Phitsanulok,2021-10-04,Female,25-34,Yes
C00584,Tanawat K.,Consumer,North,Phitsanulok,2023-07-17,Male,18-24,No
C00585,Somchai S.,Consumer,North,Chiang Mai,2023-06-01,Female,35-44,Yes
C00586,Boon R.,Consumer,South,Surat Thani,2023-11-05,Male,35-44,No
C00587,Ton B.,SMB,Northeast,Nakhon Ratchasima,2022-06-27,Female,55+,Yes
C00588,Ton M.,Corporate,Bangkok,Nonthaburi,2022-02-17,Male,35-44,Yes
C00589,Priya H.,SMB,North,Phitsanulok,2023-02-13,Prefer not to say,18-24,No
C00590,Kanya M.,Consumer,Bangkok,Nonthaburi,2022-01-30,Female,45-54,Yes
C00591,James H.,Consumer,Central,Rayong,2022-08-23,Male,25-34,Yes
C00592,Chai G.,SMB,Bangkok,Nonthaburi,2023-10-01,Female,55+,Yes
C00593,Lucas S.,Consumer,Central,Rayong,2023-11-12,Male,25-34,No
C00594,Omar B.,Consumer,Northeast,Udon Thani,2022-02-25,Male,35-44,No
C00595,Sofia M.,Corporate,Bangkok,Pathum Thani,2022-10-19,Female,45-54,Yes
C00596,Sofia D.,Consumer,Northeast,Khon Kaen,2022-05-17,Male,25-34,Yes
C00597,Aek N.,SMB,Central,Nakhon Pathom,2023-09-26,Male,25-34,Yes
C00598,Anan K.,Consumer,North,Chiang Rai,2021-08-20,Male,55+,No
C00599,Wichai E.,Consumer,North,Chiang Rai,2022-08-07,Prefer not to say,55+,No
C00600,Bee F.,SMB,Central,Ayutthaya,2022-10-22,Male,18-24,Yes
C00601,Noon M.,Consumer,South,Surat Thani,2022-06-10,Prefer not to say,45-54,Yes
C00602,Nok P.,SMB,South,Surat Thani,2023-01-03,Prefer not to say,35-44,Yes
C00603,Aek N.,Consumer,Northeast,Ubon Ratchathani,2021-07-16,Prefer not to say,18-24,No
C00604,Fah R.,SMB,Bangkok,Bangkok,2023-05-26,Female,18-24,No
C00605,Bee N.,SMB,North,Chiang Rai,2023-01-22,Male,18-24,No
C00606,Prasert B.,Corporate,Central,Nakhon Pathom,2022-10-20,Female,18-24,No
C00607,Boon W.,SMB,Bangkok,Bangkok,2022-02-27,Prefer not to say,35-44,No
C00608,Emily T.,Consumer,South,Songkhla,2021-12-05,Female,25-34,Yes
C00609,Prasert C.,Consumer,Northeast,Udon Thani,2022-12-07,Prefer not to say,35-44,Yes
C00610,Mint B.,Consumer,North,Chiang Mai,2022-11-17,Male,55+,No
C00611,Wei W.,SMB,Northeast,Khon Kaen,2022-02-17,Male,55+,Yes
C00612,James H.,SMB,Bangkok,Samut Prakan,2023-11-15,Male,18-24,No
C00613,Wichai T.,Consumer,Northeast,Udon Thani,2023-05-15,Prefer not to say,25-34,Yes
C00614,Mint S.,Consumer,Northeast,Udon Thani,2022-04-17,Male,18-24,Yes
C00615,Wei D.,SMB,North,Chiang Rai,2022-03-27,Female,18-24,Yes
C00616,Malee A.,Consumer,Bangkok,Pathum Thani,2022-10-28,Male,25-34,No
C00617,Yuki J.,Consumer,Northeast,Nakhon Ratchasima,2023-03-16,Male,55+,No
C00618,Nok S.,SMB,South,Surat Thani,2021-07-15,Female,35-44,No
C00619,Omar D.,SMB,Bangkok,Bangkok,2021-07-24,Female,18-24,Yes
C00620,Kanya N.,Consumer,Bangkok,Bangkok,2022-04-14,Male,25-34,No
C00621,Prasert B.,SMB,South,Krabi,2023-10-25,Prefer not to say,35-44,Yes
C00622,Wichai W.,SMB,Bangkok,Samut Prakan,2023-02-07,Female,35-44,No
C00623,Omar S.,Consumer,Northeast,Nakhon Ratchasima,2021-11-16,Male,18-24,No
C00624,Mei H.,Consumer,Central,Nakhon Pathom,2022-05-09,Female,45-54,No
